Date,Location,Crime_Type,Incidents_Reported
2022-11-12,Industrial Zone,Theft,3
2022-11-12,Industrial Zone,Assault,5
2022-11-12,Industrial Zone,Burglary,4
2022-11-12,Industrial Zone,Vandalism,5
2022-11-12,Industrial Zone,Fraud,2
2022-11-12,Industrial Zone,Drug Offense,5
2022-11-13,Downtown,Theft,4
2022-11-13,Downtown,Assault,6
2022-11-13,Downtown,Burglary,6
2022-11-13,Downtown,Vandalism,1
2022-11-13,Downtown,Fraud,6
2022-11-13,Downtown,Drug Offense,3
2022-11-13,Suburb,Theft,3
2022-11-13,Suburb,Assault,6
2022-11-13,Suburb,Burglary,4
2022-11-13,Suburb,Vandalism,5
2022-11-13,Suburb,Fraud,6
2022-11-13,Suburb,Drug Offense,3
2022-11-13,Rural Area,Theft,7
2022-11-13,Rural Area,Assault,3
2022-11-13,Rural Area,Burglary,7
2022-11-13,Rural Area,Vandalism,1
2022-11-13,Rural Area,Fraud,5
2022-11-13,Rural Area,Drug Offense,5
2022-11-13,City Center,Theft,8
2022-11-13,City Center,Assault,8
2022-11-13,City Center,Burglary,6
2022-11-13,City Center,Vandalism,6
2022-11-13,City Center,Fraud,4
2022-11-13,City Center,Drug Offense,8
2022-11-13,Industrial Zone,Theft,6
2022-11-13,Industrial Zone,Assault,6
2022-11-13,Industrial Zone,Burglary,3
2022-11-13,Industrial Zone,Vandalism,3
2022-11-13,Industrial Zone,Fraud,4
2022-11-13,Industrial Zone,Drug Offense,7
2022-11-14,Downtown,Theft,5
2022-11-14,Downtown,Assault,6
2022-11-14,Downtown,Burglary,6
2022-11-14,Downtown,Vandalism,4
2022-11-14,Downtown,Fraud,5
2022-11-14,Downtown,Drug Offense,7
2022-11-14,Suburb,Theft,3
2022-11-14,Suburb,Assault,7
2022-11-14,Suburb,Burglary,4
2022-11-14,Suburb,Vandalism,2
2022-11-14,Suburb,Fraud,6
2022-11-14,Suburb,Drug Offense,7
2022-11-14,Rural Area,Theft,2
2022-11-14,Rural Area,Assault,3
2022-11-14,Rural Area,Burglary,6
2022-11-14,Rural Area,Vandalism,2
2022-11-14,Rural Area,Fraud,7
2022-11-14,Rural Area,Drug Offense,0
2022-11-14,City Center,Theft,3
2022-11-14,City Center,Assault,6
2022-11-14,City Center,Burglary,2
2022-11-14,City Center,Vandalism,5
2022-11-14,City Center,Fraud,2
2022-11-14,City Center,Drug Offense,7
2022-11-14,Industrial Zone,Theft,4
2022-11-14,Industrial Zone,Assault,6
2022-11-14,Industrial Zone,Burglary,6
2022-11-14,Industrial Zone,Vandalism,2
2022-11-14,Industrial Zone,Fraud,5
2022-11-14,Industrial Zone,Drug Offense,2
2022-11-15,Downtown,Theft,4
2022-11-15,Downtown,Assault,3
2022-11-15,Downtown,Burglary,7
2022-11-15,Downtown,Vandalism,5
2022-11-15,Downtown,Fraud,0
2022-11-15,Downtown,Drug Offense,7
2022-11-15,Suburb,Theft,5
2022-11-15,Suburb,Assault,9
2022-11-15,Suburb,Burglary,3
2022-11-15,Suburb,Vandalism,4
2022-11-15,Suburb,Fraud,6
2022-11-15,Suburb,Drug Offense,2
2022-11-15,Rural Area,Theft,3
2022-11-15,Rural Area,Assault,4
2022-11-15,Rural Area,Burglary,6
2022-11-15,Rural Area,Vandalism,4
2022-11-15,Rural Area,Fraud,4
2022-11-15,Rural Area,Drug Offense,5
2022-11-15,City Center,Theft,6
2022-11-15,City Center,Assault,3
2022-11-15,City Center,Burglary,6
2022-11-15,City Center,Vandalism,5
2022-11-15,City Center,Fraud,7
2022-11-15,City Center,Drug Offense,4
2022-11-15,Industrial Zone,Theft,4
2022-11-15,Industrial Zone,Assault,8
2022-11-15,Industrial Zone,Burglary,2
2022-11-15,Industrial Zone,Vandalism,4
2022-11-15,Industrial Zone,Fraud,4
2022-11-15,Industrial Zone,Drug Offense,5
2022-11-16,Downtown,Theft,4
2022-11-16,Downtown,Assault,2
2022-11-16,Downtown,Burglary,5
2022-11-16,Downtown,Vandalism,4
2022-11-16,Downtown,Fraud,6
2022-11-16,Downtown,Drug Offense,7
2022-11-16,Suburb,Theft,1
2022-11-16,Suburb,Assault,3
2022-11-16,Suburb,Burglary,3
2022-11-16,Suburb,Vandalism,2
2022-11-16,Suburb,Fraud,7
2022-11-16,Suburb,Drug Offense,7
2022-11-16,Rural Area,Theft,6
2022-11-16,Rural Area,Assault,6
2022-11-16,Rural Area,Burglary,6
2022-11-16,Rural Area,Vandalism,5
2022-11-16,Rural Area,Fraud,4
2022-11-16,Rural Area,Drug Offense,8
2022-11-16,City Center,Theft,3
2022-11-16,City Center,Assault,3
2022-11-16,City Center,Burglary,6
2022-11-16,City Center,Vandalism,6
2022-11-16,City Center,Fraud,2
2022-11-16,City Center,Drug Offense,3
2022-11-16,Industrial Zone,Theft,5
2022-11-16,Industrial Zone,Assault,5
2022-11-16,Industrial Zone,Burglary,6
2022-11-16,Industrial Zone,Vandalism,6
2022-11-16,Industrial Zone,Fraud,1
2022-11-16,Industrial Zone,Drug Offense,5
2022-11-17,Downtown,Theft,5
2022-11-17,Downtown,Assault,5
2022-11-17,Downtown,Burglary,4
2022-11-17,Downtown,Vandalism,5
2022-11-17,Downtown,Fraud,2
2022-11-17,Downtown,Drug Offense,4
2022-11-17,Suburb,Theft,6
2022-11-17,Suburb,Assault,3
2022-11-17,Suburb,Burglary,5
2022-11-17,Suburb,Vandalism,5
2022-11-17,Suburb,Fraud,4
2022-11-17,Suburb,Drug Offense,7
2022-11-17,Rural Area,Theft,9
2022-11-17,Rural Area,Assault,4
2022-11-17,Rural Area,Burglary,4
2022-11-17,Rural Area,Vandalism,1
2022-11-17,Rural Area,Fraud,1
2022-11-17,Rural Area,Drug Offense,4
2022-11-17,City Center,Theft,4
2022-11-17,City Center,Assault,5
2022-11-17,City Center,Burglary,3
2022-11-17,City Center,Vandalism,5
2022-11-17,City Center,Fraud,4
2022-11-17,City Center,Drug Offense,8
2022-11-17,Industrial Zone,Theft,5
2022-11-17,Industrial Zone,Assault,3
2022-11-17,Industrial Zone,Burglary,3
2022-11-17,Industrial Zone,Vandalism,6
2022-11-17,Industrial Zone,Fraud,1
2022-11-17,Industrial Zone,Drug Offense,6
2022-11-18,Downtown,Theft,7
2022-11-18,Downtown,Assault,6
2022-11-18,Downtown,Burglary,2
2022-11-18,Downtown,Vandalism,8
2022-11-18,Downtown,Fraud,2
2022-11-18,Downtown,Drug Offense,12
2022-11-18,Suburb,Theft,4
2022-11-18,Suburb,Assault,2
2022-11-18,Suburb,Burglary,3
2022-11-18,Suburb,Vandalism,6
2022-11-18,Suburb,Fraud,2
2022-11-18,Suburb,Drug Offense,5
2022-11-18,Rural Area,Theft,2
2022-11-18,Rural Area,Assault,8
2022-11-18,Rural Area,Burglary,6
2022-11-18,Rural Area,Vandalism,6
2022-11-18,Rural Area,Fraud,5
2022-11-18,Rural Area,Drug Offense,8
2022-11-18,City Center,Theft,4
2022-11-18,City Center,Assault,4
2022-11-18,City Center,Burglary,4
2022-11-18,City Center,Vandalism,2
2022-11-18,City Center,Fraud,3
2022-11-18,City Center,Drug Offense,6
2022-11-18,Industrial Zone,Theft,6
2022-11-18,Industrial Zone,Assault,3
2022-11-18,Industrial Zone,Burglary,4
2022-11-18,Industrial Zone,Vandalism,3
2022-11-18,Industrial Zone,Fraud,0
2022-11-18,Industrial Zone,Drug Offense,2
2022-11-19,Downtown,Theft,3
2022-11-19,Downtown,Assault,3
2022-11-19,Downtown,Burglary,8
2022-11-19,Downtown,Vandalism,4
2022-11-19,Downtown,Fraud,4
2022-11-19,Downtown,Drug Offense,5
2022-11-19,Suburb,Theft,9
2022-11-19,Suburb,Assault,4
2022-11-19,Suburb,Burglary,4
2022-11-19,Suburb,Vandalism,3
2022-11-19,Suburb,Fraud,4
2022-11-19,Suburb,Drug Offense,8
2022-11-19,Rural Area,Theft,4
2022-11-19,Rural Area,Assault,3
2022-11-19,Rural Area,Burglary,6
2022-11-19,Rural Area,Vandalism,2
2022-11-19,Rural Area,Fraud,3
2022-11-19,Rural Area,Drug Offense,2
2022-11-19,City Center,Theft,5
2022-11-19,City Center,Assault,4
2022-11-19,City Center,Burglary,4
2022-11-19,City Center,Vandalism,7
2022-11-19,City Center,Fraud,5
2022-11-19,City Center,Drug Offense,3
2022-11-19,Industrial Zone,Theft,2
2022-11-19,Industrial Zone,Assault,9
2022-11-19,Industrial Zone,Burglary,6
2022-11-19,Industrial Zone,Vandalism,7
2022-11-19,Industrial Zone,Fraud,3
2022-11-19,Industrial Zone,Drug Offense,4
2022-11-20,Downtown,Theft,1
2022-11-20,Downtown,Assault,6
2022-11-20,Downtown,Burglary,7
2022-11-20,Downtown,Vandalism,7
2022-11-20,Downtown,Fraud,1
2022-11-20,Downtown,Drug Offense,3
2022-11-20,Suburb,Theft,4
2022-11-20,Suburb,Assault,4
2022-11-20,Suburb,Burglary,7
2022-11-20,Suburb,Vandalism,3
2022-11-20,Suburb,Fraud,5
2022-11-20,Suburb,Drug Offense,3
2022-11-20,Rural Area,Theft,4
2022-11-20,Rural Area,Assault,9
2022-11-20,Rural Area,Burglary,6
2022-11-20,Rural Area,Vandalism,4
2022-11-20,Rural Area,Fraud,7
2022-11-20,Rural Area,Drug Offense,3
2022-11-20,City Center,Theft,4
2022-11-20,City Center,Assault,3
2022-11-20,City Center,Burglary,5
2022-11-20,City Center,Vandalism,9
2022-11-20,City Center,Fraud,5
2022-11-20,City Center,Drug Offense,4
2022-11-20,Industrial Zone,Theft,5
2022-11-20,Industrial Zone,Assault,7
2022-11-20,Industrial Zone,Burglary,2
2022-11-20,Industrial Zone,Vandalism,7
2022-11-20,Industrial Zone,Fraud,6
2022-11-20,Industrial Zone,Drug Offense,4
2022-11-21,Downtown,Theft,1
2022-11-21,Downtown,Assault,3
2022-11-21,Downtown,Burglary,4
2022-11-21,Downtown,Vandalism,7
2022-11-21,Downtown,Fraud,5
2022-11-21,Downtown,Drug Offense,4
2022-11-21,Suburb,Theft,4
2022-11-21,Suburb,Assault,5
2022-11-21,Suburb,Burglary,4
2022-11-21,Suburb,Vandalism,4
2022-11-21,Suburb,Fraud,6
2022-11-21,Suburb,Drug Offense,5
2022-11-21,Rural Area,Theft,5
2022-11-21,Rural Area,Assault,9
2022-11-21,Rural Area,Burglary,4
2022-11-21,Rural Area,Vandalism,7
2022-11-21,Rural Area,Fraud,5
2022-11-21,Rural Area,Drug Offense,3
2022-11-21,City Center,Theft,4
2022-11-21,City Center,Assault,2
2022-11-21,City Center,Burglary,3
2022-11-21,City Center,Vandalism,3
2022-11-21,City Center,Fraud,2
2022-11-21,City Center,Drug Offense,1
2022-11-21,Industrial Zone,Theft,4
2022-11-21,Industrial Zone,Assault,5
2022-11-21,Industrial Zone,Burglary,7
2022-11-21,Industrial Zone,Vandalism,5
2022-11-21,Industrial Zone,Fraud,4
2022-11-21,Industrial Zone,Drug Offense,3
2022-11-22,Downtown,Theft,5
2022-11-22,Downtown,Assault,7
2022-11-22,Downtown,Burglary,5
2022-11-22,Downtown,Vandalism,4
2022-11-22,Downtown,Fraud,5
2022-11-22,Downtown,Drug Offense,4
2022-11-22,Suburb,Theft,3
2022-11-22,Suburb,Assault,6
2022-11-22,Suburb,Burglary,4
2022-11-22,Suburb,Vandalism,2
2022-11-22,Suburb,Fraud,6
2022-11-22,Suburb,Drug Offense,3
2022-11-22,Rural Area,Theft,7
2022-11-22,Rural Area,Assault,4
2022-11-22,Rural Area,Burglary,8
2022-11-22,Rural Area,Vandalism,5
2022-11-22,Rural Area,Fraud,4
2022-11-22,Rural Area,Drug Offense,5
2022-11-22,City Center,Theft,5
2022-11-22,City Center,Assault,2
2022-11-22,City Center,Burglary,4
2022-11-22,City Center,Vandalism,4
2022-11-22,City Center,Fraud,4
2022-11-22,City Center,Drug Offense,8
2022-11-22,Industrial Zone,Theft,4
2022-11-22,Industrial Zone,Assault,4
2022-11-22,Industrial Zone,Burglary,5
2022-11-22,Industrial Zone,Vandalism,3
2022-11-22,Industrial Zone,Fraud,6
2022-11-22,Industrial Zone,Drug Offense,3
2022-11-23,Downtown,Theft,5
2022-11-23,Downtown,Assault,2
2022-11-23,Downtown,Burglary,5
2022-11-23,Downtown,Vandalism,2
2022-11-23,Downtown,Fraud,2
2022-11-23,Downtown,Drug Offense,2
2022-11-23,Suburb,Theft,2
2022-11-23,Suburb,Assault,4
2022-11-23,Suburb,Burglary,7
2022-11-23,Suburb,Vandalism,5
2022-11-23,Suburb,Fraud,5
2022-11-23,Suburb,Drug Offense,5
2022-11-23,Rural Area,Theft,3
2022-11-23,Rural Area,Assault,5
2022-11-23,Rural Area,Burglary,2
2022-11-23,Rural Area,Vandalism,4
2022-11-23,Rural Area,Fraud,7
2022-11-23,Rural Area,Drug Offense,6
2022-11-23,City Center,Theft,2
2022-11-23,City Center,Assault,3
2022-11-23,City Center,Burglary,7
2022-11-23,City Center,Vandalism,4
2022-11-23,City Center,Fraud,8
2022-11-23,City Center,Drug Offense,2
2022-11-23,Industrial Zone,Theft,8
2022-11-23,Industrial Zone,Assault,8
2022-11-23,Industrial Zone,Burglary,5
2022-11-23,Industrial Zone,Vandalism,8
2022-11-23,Industrial Zone,Fraud,5
2022-11-23,Industrial Zone,Drug Offense,3
2022-11-24,Downtown,Theft,9
2022-11-24,Downtown,Assault,2
2022-11-24,Downtown,Burglary,5
2022-11-24,Downtown,Vandalism,6
2022-11-24,Downtown,Fraud,4
2022-11-24,Downtown,Drug Offense,5
2022-11-24,Suburb,Theft,11
2022-11-24,Suburb,Assault,4
2022-11-24,Suburb,Burglary,1
2022-11-24,Suburb,Vandalism,6
2022-11-24,Suburb,Fraud,4
2022-11-24,Suburb,Drug Offense,7
2022-11-24,Rural Area,Theft,6
2022-11-24,Rural Area,Assault,2
2022-11-24,Rural Area,Burglary,6
2022-11-24,Rural Area,Vandalism,4
2022-11-24,Rural Area,Fraud,4
2022-11-24,Rural Area,Drug Offense,5
2022-11-24,City Center,Theft,7
2022-11-24,City Center,Assault,4
2022-11-24,City Center,Burglary,3
2022-11-24,City Center,Vandalism,5
2022-11-24,City Center,Fraud,5
2022-11-24,City Center,Drug Offense,3
2022-11-24,Industrial Zone,Theft,5
2022-11-24,Industrial Zone,Assault,6
2022-11-24,Industrial Zone,Burglary,1
2022-11-24,Industrial Zone,Vandalism,5
2022-11-24,Industrial Zone,Fraud,4
2022-11-24,Industrial Zone,Drug Offense,3
2022-11-25,Downtown,Theft,6
2022-11-25,Downtown,Assault,5
2022-11-25,Downtown,Burglary,6
2022-11-25,Downtown,Vandalism,6
2022-11-25,Downtown,Fraud,7
2022-11-25,Downtown,Drug Offense,3
2022-11-25,Suburb,Theft,0
2022-11-25,Suburb,Assault,1
2022-11-25,Suburb,Burglary,5
2022-11-25,Suburb,Vandalism,6
2022-11-25,Suburb,Fraud,3
2022-11-25,Suburb,Drug Offense,8
2022-11-25,Rural Area,Theft,4
2022-11-25,Rural Area,Assault,5
2022-11-25,Rural Area,Burglary,2
2022-11-25,Rural Area,Vandalism,4
2022-11-25,Rural Area,Fraud,5
2022-11-25,Rural Area,Drug Offense,7
2022-11-25,City Center,Theft,6
2022-11-25,City Center,Assault,5
2022-11-25,City Center,Burglary,7
2022-11-25,City Center,Vandalism,6
2022-11-25,City Center,Fraud,5
2022-11-25,City Center,Drug Offense,3
2022-11-25,Industrial Zone,Theft,5
2022-11-25,Industrial Zone,Assault,4
2022-11-25,Industrial Zone,Burglary,2
2022-11-25,Industrial Zone,Vandalism,9
2022-11-25,Industrial Zone,Fraud,8
2022-11-25,Industrial Zone,Drug Offense,5
2022-11-26,Downtown,Theft,4
2022-11-26,Downtown,Assault,6
2022-11-26,Downtown,Burglary,6
2022-11-26,Downtown,Vandalism,6
2022-11-26,Downtown,Fraud,4
2022-11-26,Downtown,Drug Offense,7
2022-11-26,Suburb,Theft,0
2022-11-26,Suburb,Assault,4
2022-11-26,Suburb,Burglary,6
2022-11-26,Suburb,Vandalism,8
2022-11-26,Suburb,Fraud,4
2022-11-26,Suburb,Drug Offense,6
2022-11-26,Rural Area,Theft,5
2022-11-26,Rural Area,Assault,3
2022-11-26,Rural Area,Burglary,3
2022-11-26,Rural Area,Vandalism,4
2022-11-26,Rural Area,Fraud,8
2022-11-26,Rural Area,Drug Offense,6
2022-11-26,City Center,Theft,5
2022-11-26,City Center,Assault,3
2022-11-26,City Center,Burglary,7
2022-11-26,City Center,Vandalism,4
2022-11-26,City Center,Fraud,1
2022-11-26,City Center,Drug Offense,5
2022-11-26,Industrial Zone,Theft,6
2022-11-26,Industrial Zone,Assault,6
2022-11-26,Industrial Zone,Burglary,3
2022-11-26,Industrial Zone,Vandalism,4
2022-11-26,Industrial Zone,Fraud,5
2022-11-26,Industrial Zone,Drug Offense,6
2022-11-27,Downtown,Theft,5
2022-11-27,Downtown,Assault,4
2022-11-27,Downtown,Burglary,7
2022-11-27,Downtown,Vandalism,6
2022-11-27,Downtown,Fraud,8
2022-11-27,Downtown,Drug Offense,3
2022-11-27,Suburb,Theft,3
2022-11-27,Suburb,Assault,5
2022-11-27,Suburb,Burglary,3
2022-11-27,Suburb,Vandalism,5
2022-11-27,Suburb,Fraud,2
2022-11-27,Suburb,Drug Offense,0
2022-11-27,Rural Area,Theft,3
2022-11-27,Rural Area,Assault,6
2022-11-27,Rural Area,Burglary,0
2022-11-27,Rural Area,Vandalism,3
2022-11-27,Rural Area,Fraud,0
2022-11-27,Rural Area,Drug Offense,2
2022-11-27,City Center,Theft,4
2022-11-27,City Center,Assault,4
2022-11-27,City Center,Burglary,4
2022-11-27,City Center,Vandalism,9
2022-11-27,City Center,Fraud,6
2022-11-27,City Center,Drug Offense,7
2022-11-27,Industrial Zone,Theft,6
2022-11-27,Industrial Zone,Assault,5
2022-11-27,Industrial Zone,Burglary,4
2022-11-27,Industrial Zone,Vandalism,8
2022-11-27,Industrial Zone,Fraud,6
2022-11-27,Industrial Zone,Drug Offense,6
2022-11-28,Downtown,Theft,7
2022-11-28,Downtown,Assault,6
2022-11-28,Downtown,Burglary,6
2022-11-28,Downtown,Vandalism,2
2022-11-28,Downtown,Fraud,8
2022-11-28,Downtown,Drug Offense,3
2022-11-28,Suburb,Theft,6
2022-11-28,Suburb,Assault,2
2022-11-28,Suburb,Burglary,6
2022-11-28,Suburb,Vandalism,5
2022-11-28,Suburb,Fraud,5
2022-11-28,Suburb,Drug Offense,3
2022-11-28,Rural Area,Theft,4
2022-11-28,Rural Area,Assault,4
2022-11-28,Rural Area,Burglary,6
2022-11-28,Rural Area,Vandalism,5
2022-11-28,Rural Area,Fraud,7
2022-11-28,Rural Area,Drug Offense,2
2022-11-28,City Center,Theft,6
2022-11-28,City Center,Assault,4
2022-11-28,City Center,Burglary,4
2022-11-28,City Center,Vandalism,4
2022-11-28,City Center,Fraud,7
2022-11-28,City Center,Drug Offense,6
2022-11-28,Industrial Zone,Theft,2
2022-11-28,Industrial Zone,Assault,8
2022-11-28,Industrial Zone,Burglary,6
2022-11-28,Industrial Zone,Vandalism,6
2022-11-28,Industrial Zone,Fraud,4
2022-11-28,Industrial Zone,Drug Offense,3
2022-11-29,Downtown,Theft,2
2022-11-29,Downtown,Assault,4
2022-11-29,Downtown,Burglary,4
2022-11-29,Downtown,Vandalism,6
2022-11-29,Downtown,Fraud,5
2022-11-29,Downtown,Drug Offense,0
2022-11-29,Suburb,Theft,5
2022-11-29,Suburb,Assault,5
2022-11-29,Suburb,Burglary,3
2022-11-29,Suburb,Vandalism,4
2022-11-29,Suburb,Fraud,4
2022-11-29,Suburb,Drug Offense,5
2022-11-29,Rural Area,Theft,7
2022-11-29,Rural Area,Assault,4
2022-11-29,Rural Area,Burglary,5
2022-11-29,Rural Area,Vandalism,5
2022-11-29,Rural Area,Fraud,4
2022-11-29,Rural Area,Drug Offense,6
2022-11-29,City Center,Theft,4
2022-11-29,City Center,Assault,5
2022-11-29,City Center,Burglary,2
2022-11-29,City Center,Vandalism,2
2022-11-29,City Center,Fraud,5
2022-11-29,City Center,Drug Offense,2
2022-11-29,Industrial Zone,Theft,4
2022-11-29,Industrial Zone,Assault,5
2022-11-29,Industrial Zone,Burglary,4
2022-11-29,Industrial Zone,Vandalism,5
2022-11-29,Industrial Zone,Fraud,3
2022-11-29,Industrial Zone,Drug Offense,5
2022-11-30,Downtown,Theft,3
2022-11-30,Downtown,Assault,6
2022-11-30,Downtown,Burglary,3
2022-11-30,Downtown,Vandalism,4
2022-11-30,Downtown,Fraud,6
2022-11-30,Downtown,Drug Offense,2
2022-11-30,Suburb,Theft,5
2022-11-30,Suburb,Assault,4
2022-11-30,Suburb,Burglary,8
2022-11-30,Suburb,Vandalism,4
2022-11-30,Suburb,Fraud,5
2022-11-30,Suburb,Drug Offense,5
2022-11-30,Rural Area,Theft,6
2022-11-30,Rural Area,Assault,3
2022-11-30,Rural Area,Burglary,5
2022-11-30,Rural Area,Vandalism,4
2022-11-30,Rural Area,Fraud,3
2022-11-30,Rural Area,Drug Offense,4
2022-11-30,City Center,Theft,6
2022-11-30,City Center,Assault,3
2022-11-30,City Center,Burglary,5
2022-11-30,City Center,Vandalism,0
2022-11-30,City Center,Fraud,6
2022-11-30,City Center,Drug Offense,2
2022-11-30,Industrial Zone,Theft,4
2022-11-30,Industrial Zone,Assault,3
2022-11-30,Industrial Zone,Burglary,5
2022-11-30,Industrial Zone,Vandalism,2
2022-11-30,Industrial Zone,Fraud,5
2022-11-30,Industrial Zone,Drug Offense,6
2022-12-01,Downtown,Theft,2
2022-12-01,Downtown,Assault,6
2022-12-01,Downtown,Burglary,3
2022-12-01,Downtown,Vandalism,7
2022-12-01,Downtown,Fraud,2
2022-12-01,Downtown,Drug Offense,7
2022-12-01,Suburb,Theft,3
2022-12-01,Suburb,Assault,5
2022-12-01,Suburb,Burglary,4
2022-12-01,Suburb,Vandalism,7
2022-12-01,Suburb,Fraud,4
2022-12-01,Suburb,Drug Offense,8
2022-12-01,Rural Area,Theft,5
2022-12-01,Rural Area,Assault,3
2022-12-01,Rural Area,Burglary,5
2022-12-01,Rural Area,Vandalism,5
2022-12-01,Rural Area,Fraud,5
2022-12-01,Rural Area,Drug Offense,4
2022-12-01,City Center,Theft,6
2022-12-01,City Center,Assault,7
2022-12-01,City Center,Burglary,3
2022-12-01,City Center,Vandalism,2
2022-12-01,City Center,Fraud,4
2022-12-01,City Center,Drug Offense,3
2022-12-01,Industrial Zone,Theft,6
2022-12-01,Industrial Zone,Assault,5
2022-12-01,Industrial Zone,Burglary,3
2022-12-01,Industrial Zone,Vandalism,8
2022-12-01,Industrial Zone,Fraud,5
2022-12-01,Industrial Zone,Drug Offense,6
2022-12-02,Downtown,Theft,4
2022-12-02,Downtown,Assault,8
2022-12-02,Downtown,Burglary,7
2022-12-02,Downtown,Vandalism,3
2022-12-02,Downtown,Fraud,4
2022-12-02,Downtown,Drug Offense,5
2022-12-02,Suburb,Theft,3
2022-12-02,Suburb,Assault,6
2022-12-02,Suburb,Burglary,1
2022-12-02,Suburb,Vandalism,5
2022-12-02,Suburb,Fraud,6
2022-12-02,Suburb,Drug Offense,7
2022-12-02,Rural Area,Theft,7
2022-12-02,Rural Area,Assault,3
2022-12-02,Rural Area,Burglary,4
2022-12-02,Rural Area,Vandalism,3
2022-12-02,Rural Area,Fraud,5
2022-12-02,Rural Area,Drug Offense,2
2022-12-02,City Center,Theft,7
2022-12-02,City Center,Assault,3
2022-12-02,City Center,Burglary,4
2022-12-02,City Center,Vandalism,8
2022-12-02,City Center,Fraud,4
2022-12-02,City Center,Drug Offense,5
2022-12-02,Industrial Zone,Theft,3
2022-12-02,Industrial Zone,Assault,8
2022-12-02,Industrial Zone,Burglary,3
2022-12-02,Industrial Zone,Vandalism,4
2022-12-02,Industrial Zone,Fraud,4
2022-12-02,Industrial Zone,Drug Offense,2
2022-12-03,Downtown,Theft,3
2022-12-03,Downtown,Assault,5
2022-12-03,Downtown,Burglary,3
2022-12-03,Downtown,Vandalism,2
2022-12-03,Downtown,Fraud,8
2022-12-03,Downtown,Drug Offense,5
2022-12-03,Suburb,Theft,6
2022-12-03,Suburb,Assault,4
2022-12-03,Suburb,Burglary,5
2022-12-03,Suburb,Vandalism,7
2022-12-03,Suburb,Fraud,4
2022-12-03,Suburb,Drug Offense,5
2022-12-03,Rural Area,Theft,3
2022-12-03,Rural Area,Assault,1
2022-12-03,Rural Area,Burglary,7
2022-12-03,Rural Area,Vandalism,4
2022-12-03,Rural Area,Fraud,4
2022-12-03,Rural Area,Drug Offense,10
2022-12-03,City Center,Theft,3
2022-12-03,City Center,Assault,5
2022-12-03,City Center,Burglary,3
2022-12-03,City Center,Vandalism,3
2022-12-03,City Center,Fraud,2
2022-12-03,City Center,Drug Offense,5
2022-12-03,Industrial Zone,Theft,5
2022-12-03,Industrial Zone,Assault,6
2022-12-03,Industrial Zone,Burglary,9
2022-12-03,Industrial Zone,Vandalism,5
2022-12-03,Industrial Zone,Fraud,7
2022-12-03,Industrial Zone,Drug Offense,7
2022-12-04,Downtown,Theft,3
2022-12-04,Downtown,Assault,4
2022-12-04,Downtown,Burglary,6
2022-12-04,Downtown,Vandalism,5
2022-12-04,Downtown,Fraud,6
2022-12-04,Downtown,Drug Offense,4
2022-12-04,Suburb,Theft,5
2022-12-04,Suburb,Assault,4
2022-12-04,Suburb,Burglary,2
2022-12-04,Suburb,Vandalism,7
2022-12-04,Suburb,Fraud,2
2022-12-04,Suburb,Drug Offense,0
2022-12-04,Rural Area,Theft,4
2022-12-04,Rural Area,Assault,6
2022-12-04,Rural Area,Burglary,5
2022-12-04,Rural Area,Vandalism,8
2022-12-04,Rural Area,Fraud,7
2022-12-04,Rural Area,Drug Offense,7
2022-12-04,City Center,Theft,4
2022-12-04,City Center,Assault,5
2022-12-04,City Center,Burglary,3
2022-12-04,City Center,Vandalism,6
2022-12-04,City Center,Fraud,6
2022-12-04,City Center,Drug Offense,6
2022-12-04,Industrial Zone,Theft,6
2022-12-04,Industrial Zone,Assault,7
2022-12-04,Industrial Zone,Burglary,7
2022-12-04,Industrial Zone,Vandalism,7
2022-12-04,Industrial Zone,Fraud,4
2022-12-04,Industrial Zone,Drug Offense,4
2022-12-05,Downtown,Theft,2
2022-12-05,Downtown,Assault,1
2022-12-05,Downtown,Burglary,5
2022-12-05,Downtown,Vandalism,4
2022-12-05,Downtown,Fraud,4
2022-12-05,Downtown,Drug Offense,4
2022-12-05,Suburb,Theft,4
2022-12-05,Suburb,Assault,4
2022-12-05,Suburb,Burglary,8
2022-12-05,Suburb,Vandalism,1
2022-12-05,Suburb,Fraud,2
2022-12-05,Suburb,Drug Offense,3
2022-12-05,Rural Area,Theft,4
2022-12-05,Rural Area,Assault,3
2022-12-05,Rural Area,Burglary,3
2022-12-05,Rural Area,Vandalism,4
2022-12-05,Rural Area,Fraud,6
2022-12-05,Rural Area,Drug Offense,3
2022-12-05,City Center,Theft,5
2022-12-05,City Center,Assault,2
2022-12-05,City Center,Burglary,5
2022-12-05,City Center,Vandalism,1
2022-12-05,City Center,Fraud,3
2022-12-05,City Center,Drug Offense,8
2022-12-05,Industrial Zone,Theft,3
2022-12-05,Industrial Zone,Assault,3
2022-12-05,Industrial Zone,Burglary,5
2022-12-05,Industrial Zone,Vandalism,0
2022-12-05,Industrial Zone,Fraud,6
2022-12-05,Industrial Zone,Drug Offense,7
2022-12-06,Downtown,Theft,4
2022-12-06,Downtown,Assault,5
2022-12-06,Downtown,Burglary,5
2022-12-06,Downtown,Vandalism,4
2022-12-06,Downtown,Fraud,6
2022-12-06,Downtown,Drug Offense,7
2022-12-06,Suburb,Theft,5
2022-12-06,Suburb,Assault,5
2022-12-06,Suburb,Burglary,3
2022-12-06,Suburb,Vandalism,1
